sequenceID,URL,division,country,host,state,strain,collection_data,authors
DQ164186,,NY/Queens,United-States,Bird-crow,NY,WN02,2002-08-01,Davis et al
KX547591,,NY/Rockland,United-States,Bird-other,NY,WN02,2004-09-03,Shabman et al
KX547338,,NY/Richmond,United-States,Bird-crow,NY,WN02,2005-09-09,Shabman et al
KJ501413,,NC,United-States,Bird-crow,NC,WN02,2004-10-16,Newman et al
MH170253,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2008-08-02,Swetnam et al
KX547413,,NY/Otsego,United-States,Bird-crow,NY,WN02,2005-08-02,Shabman et al
JQ700437,,NY,United-States,Mosquito-Culex,NY,WN02,2003-08-01,Anez et al
HQ671723,,NY,United-States,Bird-crow,NY,WN02,2003-08-01,Henn et al
KX547581,,NY/Putnam,United-States,Mosquito-Culex,NY,WN02,2003-07-29,Shabman et al
KX547437,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2003-07-29,Shabman et al
HQ671722,,NY,United-States,Bird-crow,NY,WN02,2002-08-01,Henn et al
KJ501464,,MD,United-States,Bird-other,MD,WN02,2002-09-16,Newman et al
KX547218,,NY/Monroe,United-States,Mosquito-Culex,NY,WN02,2003-08-14,Shabman et al
HM756667,,NY,United-States,Bird-crow,NY,WN02,2003-08-01,Henn et al
MH819455,,CAN/QC/Mirabel,Canada,Culex Sp.,CAN/QC,WN02,2006-08-30,Therrien et al
DQ164189,,NY/Albany,United-States,Bird-crow,NY,WN02,2003-08-01,Davis et al
HM488171,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2003-07-08,Armstrong et al
JF920306,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2003-08-01,Henn et al
KX547489,,NY/Richmond,United-States,Bird-crow,NY,WN02,2004-07-30,Shabman et al
KX547232,,NY/Richmond,United-States,Bird-other,NY,WN02,2004-08-31,Shabman et al
KJ501314,,DC/District-Of-Columbia,United-States,Bird-other,DC,WN02,2003-09-01,Newman et al
HM756657,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2003-10-01,Armstrong et al
KJ501506,,OK/Payne,United-States,Bird-crow,OK,WN02,2003-09-30,Newman et al
HM488190,,IL,United-States,Bird-crow,IL,WN02,2004-08-02,Henn et al
KJ501488,,ND/Stutsman,United-States,Bird-other,ND,WN02,2003-07-23,Newman et al
KJ501484,,NE,United-States,Bird-crow,NE,WN02,2002-08-30,Newman et al
KJ501525,,SD,United-States,Bird-other,SD,WN02,2004-08-07,Newman et al
KX547529,,NY/Onondaga,United-States,Mosquito-Culex,NY,WN02,2011-08-24,Shabman et al
KX547449,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2011-07-06,Shabman et al
KX547404,,NY/Albany,United-States,Bird-crow,NY,WN02,2008-08-19,Shabman et al
KJ501355,,TX,United-States,Bird-other,TX,WN02,2002-07-03,Newman et al
KJ501256,,ND/Mountrail,United-States,Bird-other,ND,WN02,2009-08-27,Newman et al
KX547211,,NY/Putnam,United-States,Bird-crow,NY,WN02,2006-09-11,Shabman et al
KX547500,,NY/Dutchess,United-States,Bird-crow,NY,WN02,2007-08-23,Shabman et al
KX547290,,NY/Schenectady,United-States,Bird-crow,NY,WN02,2007-08-13,Shabman et al
KX547535,,NY/Schenectady,United-States,Bird-other,NY,WN02,2007-09-06,Shabman et al
KX547442,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2010-08-31,Shabman et al
KX547543,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2007-09-05,Shabman et al
KX547172,,NY/Greene,United-States,Bird-crow,NY,WN02,2009-09-02,Shabman et al
JF920742,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2007-08-01,Henn et al
JF920755,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2008-08-02,Henn et al
JF920748,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2008-08-02,Henn et al
JF920740,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2007-08-01,Henn et al
HM756673,,NY,United-States,Bird-crow,NY,WN02,2004-08-02,Henn et al
KX547357,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2007-08-07,Shabman et al
KJ501397,,AL/Madison,United-States,Bird-other,AL,WN02,2002-08-23,Newman et al
KX547181,,NY/Ulster,United-States,Bird-other,NY,WN02,2003-09-24,Shabman et al
JN183887,,NY,United-States,Bird-crow,NY,WN02,2002-08-01,Henn et al
KX547189,,NY/Broome,United-States,Mosquito-Culex,NY,WN02,2002-08-09,Shabman et al
JF899528,,NY,United-States,Bird-crow,NY,WN02,2004-08-02,Henn et al
KX547229,,NY/Orleans,United-States,Bird-other,NY,WN02,2006-08-29,Shabman et al
KX547573,,NY/Niagara,United-States,Mosquito-Culex,NY,WN02,2003-08-04,Shabman et al
HM756670,,NY,United-States,Bird-crow,NY,WN02,2003-08-01,Henn et al
HM488192,,IL,United-States,Bird-crow,IL,WN02,2005-08-01,Henn et al
KJ501241,,MN/Swift,United-States,Bird-other,MN,WN02,2009-08-21,Newman et al
KX547610,,NY/Monroe,United-States,Mosquito-Culex,NY,WN02,2004-08-11,Shabman et al
KX547477,,NY/Monroe,United-States,Mosquito-Culex,NY,WN02,2004-08-11,Shabman et al
KX547199,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2005-07-20,Shabman et al
KX547313,,NY/Oswego,United-States,Bird-crow,NY,WN02,2004-08-04,Shabman et al
HQ671729,,NY,United-States,Bird-crow,NY,WN02,2006-08-01,Henn et al
KJ501509,,WI/Milwaukee,United-States,Bird-other,WI,WN02,2001-11-09,Newman et al
KJ501422,,SD,United-States,Bird-other,SD,WN02,2004-08-07,Newman et al
KJ501476,,KS,United-States,Bird-other,KS,WN02,2002-08-30,Newman et al
KX547240,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2008-09-04,Shabman et al
JF920741,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2007-08-01,Henn et al
KJ501283,,WI/Milwaukee,United-States,Bird-crow,WI,WN02,2001-10-05,Newman et al
KJ501218,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-23,Newman et al
KX547411,,NY/Rockland,United-States,Mosquito-Culex,NY,WN02,2003-07-10,Shabman et al
DQ164195,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2002-08-01,Davis et al
KX547427,,NY/Chautauqua,United-States,Bird-other,NY,WN02,2004-06-23,Shabman et al
KJ501262,,WA,United-States,Bird-other,WA,WN02,2010-07-22,Newman et al
KJ501510,,AR,United-States,Bird-other,AR,WN02,2002-08-02,Newman et al
KJ501454,,WI/Dane,United-States,Bird-crow,WI,WN02,2001-10-05,Newman et al
KX547384,,NY/Richmond,United-States,Bird-other,NY,WN02,2006-08-07,Shabman et al
KJ501281,,TN,United-States,Bird-other,TN,WN02,2002-08-08,Newman et al
DQ431698,,FL/Hillsborough,United-States,Human,FL,WN02,2003-08-01,Herring et al
KJ501365,,PA,United-States,Bird-crow,PA,WN02,2003-09-11,Newman et al
MH166900,,VA/Norfolk,United-States,Mosquito-unknown,VA,WN02,2003-08-01,Swetnam et al
HM488213,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2003-08-20,Armstrong et al
KJ501272,,NC,United-States,Bird-other,NC,WN02,2003-10-10,Newman et al
JF488091,,CT,United-States,Mosquito-Culex,CT,WN02,2004-08-02,Henn et al
HM488221,,CT/New-London,United-States,Mosquito-Culiseta,CT,WN02,2003-09-03,Armstrong et al
HM488157,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2006-09-18,Armstrong et al
KJ501499,,MD/Prince-George's,United-States,Bird-other,MD,WN02,2003-10-02,Newman et al
MH166892,,VA/Norfolk,United-States,Mosquito-unknown,VA,WN02,2008-08-02,Swetnam et al
HM756656,,CT/New-London,United-States,Mosquito-Culiseta,CT,WN02,2003-09-17,Armstrong et al
HM488148,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2004-10-05,Armstrong et al
HM488116,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-08-22,Armstrong et al
HM488156,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2006-09-13,Armstrong et al
HM488158,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2006-07-31,Armstrong et al
KJ501460,,DC/District-Of-Columbia,United-States,Bird-other,DC,WN02,2003-09-11,Newman et al
HM488149,,CT/Fairfield,United-States,Mosquito-other,CT,WN02,2005-08-01,Armstrong et al
HM488115,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-08-22,Armstrong et al
HM488117,,CT/Fairfield,United-States,Mosquito-other,CT,WN02,2005-08-22,Armstrong et al
HM488120,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-09-06,Armstrong et al
HM488118,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-08-29,Armstrong et al
HM488154,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-08-16,Armstrong et al
HM488151,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-09-06,Armstrong et al
HM488152,,CT/Fairfield,United-States,Mosquito-Aedes,CT,WN02,2005-08-16,Armstrong et al
HM488119,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-09-06,Armstrong et al
HM488150,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-09-06,Armstrong et al
KJ145799,,CT/Fairfield,United-States,Mosquito-other,CT,WN02,2005-08-29,Newman et al
HM488153,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2005-08-16,Armstrong et al
KX547429,,NY/Westchester,United-States,Mosquito-other,NY,WN02,2002-08-15,Shabman et al
MH166915,,VA/Norfolk,United-States,Mosquito-unknown,VA,WN02,2002-08-01,Swetnam et al
KX547394,,NY/Suffolk,United-States,Mosquito-other,NY,WN02,2006-08-01,Shabman et al
KX547420,,NY/Suffolk,United-States,Bird-other,NY,WN02,2006-07-28,Shabman et al
KX547271,,NY/Seneca,United-States,Bird-other,NY,WN02,2006-08-12,Shabman et al
HM488208,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2002-08-19,Armstrong et al
HQ671704,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2003-08-01,Henn et al
MH166911,,VA/Norfolk,United-States,Mosquito-unknown,VA,WN02,2002-08-01,Swetnam et al
KJ501311,,MS,United-States,Bird-other,MS,WN02,2002-08-13,Newman et al
KJ501481,,MI,United-States,Bird-crow,MI,WN02,2002-09-04,Newman et al
KJ501301,,KS,United-States,Bird-other,KS,WN02,2002-08-22,Newman et al
KJ501463,,KS,United-States,Bird-crow,KS,WN02,2002-08-09,Newman et al
HM488253,,IL,United-States,Mosquito-Culex,IL,WN02,2006-08-01,Henn et al
KX547354,,NY/Schoharie,United-States,Bird-crow,NY,WN02,2003-10-03,Shabman et al
KJ501449,,PA,United-States,Bird-other,PA,WN02,2002-08-26,Newman et al
KX547379,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2004-09-29,Shabman et al
KJ501487,,NC,United-States,Bird-crow,NC,WN02,2005-09-02,Newman et al
KX547614,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2005-07-06,Shabman et al
KX547571,,NY/Rockland,United-States,Bird-crow,NY,WN02,2005-09-13,Shabman et al
KX547367,,NY/Richmond,United-States,Bird-other,NY,WN02,2006-07-21,Shabman et al
KX547258,,NY/Ontario,United-States,Bird-crow,NY,WN02,2006-07-12,Shabman et al
KX547270,,NY/Albany,United-States,Bird-crow,NY,WN02,2006-08-23,Shabman et al
KX547355,,NY/Albany,United-States,Bird-other,NY,WN02,2005-09-13,Shabman et al
KX547523,,NY/Albany,United-States,Bird-crow,NY,WN02,2005-07-16,Shabman et al
KX547397,,NY/Rensselaer,United-States,Bird-crow,NY,WN02,2005-08-30,Shabman et al
KJ501474,,IA/Kossuth,United-States,Bird-other,IA,WN02,2002-09-27,Newman et al
HM488180,,IL,United-States,Bird-crow,IL,WN02,2002-08-01,Henn et al
KX547546,,NY/Otsego,United-States,Bird-crow,NY,WN02,2006-09-19,Shabman et al
HM488195,,IL,United-States,Bird-other,IL,WN02,2005-08-01,Henn et al
JF920756,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2008-08-02,Henn et al
KJ501507,,SD/Bennett,United-States,Bird-other,SD,WN02,2001-08-30,Newman et al
KJ501459,,OK/Payne,United-States,Bird-crow,OK,WN02,2003-08-01,Newman et al
KJ501470,,SD/Day,United-States,Bird-other,SD,WN02,2003-08-05,Newman et al
MH170246,,CO/Weld,United-States,Mosquito-Culex,CO,WN02,2004-08-02,Swetnam et al
KJ501508,,TX,United-States,Bird-other,TX,WN02,2003-07-31,Newman et al
DQ005530,,UT/Sanpete,United-States,Human,UT,WN02,2003-08-01,Grinev et al
KJ501353,,OK,United-States,Bird-crow,OK,WN02,2003-08-08,Newman et al
DQ431705,,ND/Burleigh,United-States,Human,ND,WN02,2004-08-02,Herring et al
MH170233,,CO/Larimer,United-States,Bird-other,CO,WN02,2004-08-02,Swetnam et al
MH170248,,CO/Larimer,United-States,Bird-other,CO,WN02,2004-08-02,Swetnam et al
KX547578,,NY/Queens,United-States,Bird-other,NY,WN02,2005-10-18,Shabman et al
JF920746,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2007-08-01,Henn et al
KJ501298,,NC,United-States,Bird-other,NC,WN02,2002-08-06,Newman et al
KX547569,,NY/Chautauqua,United-States,Bird-crow,NY,WN02,2006-08-09,Shabman et al
KX547183,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2008-07-23,Shabman et al
DQ431694,,TX/Potter,United-States,Human,TX,WN02,2003-08-01,Herring et al
GQ507472,,CA/Orange,United-States,Human,CA,WN02,2003-07-14,Pybus et al
KX547426,,NY/Onondaga,United-States,Mosquito-Culex,NY,WN02,2007-08-08,Shabman et al
HQ671730,,NY,United-States,Bird-crow,NY,WN02,2007-08-01,Henn et al
KJ501482,,NE,United-States,Bird-other,NE,WN02,2002-07-17,Newman et al
HM488189,,IL,United-States,Bird-other,IL,WN02,2004-08-02,Henn et al
HM488162,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2007-09-04,Armstrong et al
HM488187,,IL,United-States,Bird-crow,IL,WN02,2003-08-01,Henn et al
KJ501501,,MO,United-States,Bird-crow,MO,WN02,2002-08-16,Newman et al
MH170227,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2004-08-02,Swetnam et al
GU827998,,TX/Harris,United-States,Bird-other,TX,WN02,2002-08-01,May et al
AY712946,,TX/Harris,United-States,Bird-other,TX,WN02,2003-08-01,Davis et al
AY712945,,TX/Harris,United-States,Bird-other,TX,WN02,2003-08-01,Davis et al
KJ501352,,OK,United-States,Bird-crow,OK,WN02,2003-08-14,Newman et al
KX547522,,NY/Nassau,United-States,Bird-crow,NY,WN02,2009-08-10,Shabman et al
KJ501356,,TX,United-States,Bird-other,TX,WN02,2003-07-16,Newman et al
KJ501357,,TX,United-States,Bird-other,TX,WN02,2003-08-04,Newman et al
KJ501410,,MN,United-States,Bird-other,MN,WN02,2006-08-17,Newman et al
KJ501388,,NE,United-States,Bird-other,NE,WN02,2002-08-30,Newman et al
KJ501300,,KS,United-States,Bird-other,KS,WN02,2002-08-20,Newman et al
MH170254,,CO/Larimer,United-States,Bird-other,CO,WN02,2003-08-01,Swetnam et al
KJ501329,,ND/Morton,United-States,Bird-other,ND,WN02,2003-08-05,Newman et al
DQ164204,,CO/Park,United-States,Bird-other,CO,WN02,2003-08-01,Davis et al
KJ501307,,MN/Marshall,United-States,Bird-other,MN,WN02,2002-08-01,Newman et al
KJ501251,,MT/Flathead,United-States,Bird-crow,MT,WN02,2009-09-11,Newman et al
KJ501520,,MN,United-States,Bird-other,MN,WN02,2004-10-16,Newman et al
KJ501427,,TX,United-States,Bird-other,TX,WN02,2002-09-11,Newman et al
KJ501502,,MT,United-States,Bird-crow,MT,WN02,2002-09-04,Newman et al
DQ176637,,TX/Hall,United-States,Bird-other,TX,WN02,2002-08-01,Keller et al
MH170256,,CO/Larimer,United-States,Bird-crow,CO,WN02,2003-08-01,Swetnam et al
KJ501347,,NM,United-States,Bird-crow,NM,WN02,2002-09-27,Newman et al
KJ501440,,SD/Day,United-States,Bird-other,SD,WN02,2008-07-31,Newman et al
W113,,CA/Losangeles,United-States,Bird,CA,WN02,2004-05-26,WestNile4K
DQ080060,,MEX/BCN,Mexico,Bird-crow,MEX/BCN,WN02,2004-08-02,Deardorff et al
W364,,CA/Kern,United-States,Mosquito,CA,WN02,2005-07-07,WestNile4K
KR348924,,CA/Imperial,United-States,Mosquito-Culex,CA,WN02,2003-08-19,Duggal et al
KJ501104,,CA,United-States,Mosquito-Culex,CA,WN02,2003-08-19,Newman et al
KR348927,,CA/Imperial,United-States,Mosquito-Culex,CA,WN02,2003-09-16,Duggal et al
KJ501107,,CA,United-States,Mosquito-Culex,CA,WN02,2003-09-16,Newman et al
KJ501103,,CA,United-States,Mosquito-Culex,CA,WN02,2003-08-19,Newman et al
KR348923,,CA/Imperial,United-States,Mosquito-Culex,CA,WN02,2003-08-19,Duggal et al
W632,,CA/Yolo,United-States,Mosquito-Culex,CA,WN02,2004-08-14,WestNile4K
KR349016,,CA/Yolo,United-States,Mosquito-Culex,CA,WN02,2004-08-14,Duggal et al
W253,,CA/Kern,United-States,Bird-crow,CA,WN02,2004-08-12,WestNile4K
W638,,CA/Sacramento,United-States,Mosquito-Culex,CA,WN02,2005-08-05,WestNile4K
W640,,CA/Solano,United-States,Mosquito-Culex,CA,WN02,2005-09-07,WestNile4K
W793,,CA/Yolo,United-States,Bird-other,CA,WN02,2005-08-03,WestNile4K
KR349008,,CA/Yolo,United-States,Mosquito-Culex,CA,WN02,2005-07-15,Duggal et al
W787,,CA/Yolo,United-States,Bird-other,CA,WN02,2005-06-21,WestNile4K
KR349010,,CA/Sacramento,United-States,Mosquito-Culex,CA,WN02,2005-07-26,Duggal et al
KJ501186,,CA,United-States,Mosquito-Culex,CA,WN02,2005-07-26,Newman et al
DQ080054,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2003-08-01,Deardorff et al
KR348951,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2004-05-18,Duggal et al
KJ501131,,CA,United-States,Mosquito-Culex,CA,WN02,2004-05-18,Newman et al
GQ507475,,CA/San-Bernardino,United-States,Human,CA,WN02,2005-06-27,Pybus et al
KR348939,,CA/Riverside,United-States,Mosquito-Culex,CA,WN02,2005-06-19,Duggal et al
KJ501119,,CA,United-States,Mosquito-Culex,CA,WN02,2005-06-19,Newman et al
KR348935,,CA/Riverside,United-States,Mosquito-Culex,CA,WN02,2005-05-29,Duggal et al
KJ501115,,CA,United-States,Mosquito-Culex,CA,WN02,2005-05-29,Newman et al
KJ501342,,CA/San-Diego,United-States,Bird-other,CA,WN02,2005-09-15,Newman et al
W255,,CA/Kern,United-States,Bird-other,CA,WN02,2004-08-24,WestNile4K
W356,,CA/Kern,United-States,Mosquito-Culex,CA,WN02,2004-09-22,WestNile4K
W176,,CA/Losangeles,United-States,Mosquito,CA,WN02,2004-09-03,WestNile4K
GQ507473,,CA/Los-Angeles,United-States,Human,CA,WN02,2004-07-25,Pybus et al
KR348949,,CA/Riverside,United-States,Mosquito-Culex,CA,WN02,2004-08-25,Duggal et al
KJ501129,,CA,United-States,Mosquito-Culex,CA,WN02,2004-08-25,Newman et al
KJ501116,,CA,United-States,Mosquito-Culex,CA,WN02,2008-09-26,Newman et al
KR348936,,CA/Riverside,United-States,Mosquito-Culex,CA,WN02,2008-09-26,Duggal et al
W115,,CA/Los-Angeles,United-States,Bird-crow,CA,WN02,2004-07-10,WestNile4K
KR348964,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-10-25,Duggal et al
KJ501143,,CA,United-States,Mosquito-Culex,CA,WN02,2011-10-25,Newman et al
W179,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2006-08-07,WestNile4K
W180,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2006-08-05,WestNile4K
W132,,CA/Los-Angeles,United-States,Bird-crow,CA,WN02,2008-08-26,WestNile4K
W816,,CA/Yolo,United-States,Bird-other,CA,WN02,2008-09-03,WestNile4K
KR348947,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2007-09-18,Duggal et al
KJ501127,,CA,United-States,,CA,WN02,2008-01-02,Newman et al
KR348956,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2010-12-08,Duggal et al
KJ501135,,CA,United-States,Mosquito-Culex,CA,WN02,2010-08-12,Newman et al
KR348963,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-02-09,Duggal et al
KJ501142,,CA,United-States,Mosquito-Culex,CA,WN02,2011-09-02,Newman et al
KJ501136,,CA,United-States,Mosquito-Culex,CA,WN02,2010-08-12,Newman et al
KR348957,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2010-12-08,Duggal et al
W005,,CA/San-Diego,United-States,Bird-crow,CA,WN02,2012-10-30,WestNile4K
KR348958,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-02-09,Duggal et al
KJ501137,,CA,United-States,Mosquito-Culex,CA,WN02,2011-09-02,Newman et al
W190,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-08-11,WestNile4K
KR348961,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-02-09,Duggal et al
KJ501140,,CA,United-States,Mosquito-Culex,CA,WN02,2011-09-02,Newman et al
KJ501138,,CA,United-States,Mosquito-Culex,CA,WN02,2011-09-02,Newman et al
KR348959,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-02-09,Duggal et al
KJ501201,,CA,United-States,Mosquito-Culex,CA,WN02,2011-09-02,Newman et al
KR349022,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-02-09,Duggal et al
KR348962,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-02-09,Duggal et al
KJ501141,,CA,United-States,Mosquito-Culex,CA,WN02,2011-09-02,Newman et al
W147,,CA/Los-Angeles,United-States,Bird-crow,CA,WN02,2012-07-18,WestNile4K
W197,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2012-08-30,WestNile4K
GQ507474,,CA/San-Bernardino,United-States,Human,CA,WN02,2004-08-28,Pybus et al
W114,,CA/San-Bernardino,United-States,Bird-crow,CA,WN02,2004-05-29,WestNile4K
DQ431709,,CA/Los-Angeles,United-States,Human,CA,WN02,2004-07-17,Herring et al
DQ431710,,CA/Los-Angeles,United-States,Human,CA,WN02,2004-08-01,Herring et al
GQ507483,,CA/Los-Angeles,United-States,Human,CA,WN02,2007-08-02,Pybus et al
KR348952,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2007-10-18,Duggal et al
KJ501132,,CA,United-States,Mosquito-Culex,CA,WN02,2007-10-18,Newman et al
GQ507476,,CA/San-Bernardino,United-States,Human,CA,WN02,2005-07-27,Pybus et al
W177,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2005-06-13,WestNile4K
GQ507478,,CA/Los-Angeles,United-States,Human,CA,WN02,2005-08-26,Pybus et al
GQ507477,,CA/Los-Angeles,United-States,Human,CA,WN02,2005-08-01,Pybus et al
KR348954,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2010-11-08,Duggal et al
KJ501134,,CA,United-States,Mosquito-Culex,CA,WN02,2010-08-11,Newman et al
KR348970,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2008-07-23,Duggal et al
W129,,CA/Losangeles,United-States,Bird,CA,WN02,2008-08-16,WestNile4K
KR348968,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2008-07-23,Duggal et al
KJ501147,,CA,United-States,Mosquito-Culex,CA,WN02,2008-07-23,Newman et al
W021,,CA/San-Diego,United-States,Bird-other,CA,WN02,2007-10-25,WestNile4K
KR348953,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2008-09-26,Duggal et al
KJ501133,,CA,United-States,Mosquito-Culex,CA,WN02,2008-09-26,Newman et al
W127,,CA/San-Bernardino,United-States,Bird-other,CA,WN02,2008-08-12,WestNile4K
W145,,CA/Riverside,United-States,Bird,CA,WN02,2012-06-15,WestNile4K
W187,,CA/Losangeles,United-States,Mosquito,CA,WN02,2011-08-11,WestNile4K
KR348965,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-10-26,Duggal et al
KJ501144,,CA,United-States,Mosquito-Culex,CA,WN02,2011-10-26,Newman et al
W525,,CA/San-Diego,United-States,Bird-other,CA,WN02,2008-11-18,WestNile4K
W210,,CA/Sanbernardino,United-States,Mosquito,CA,WN02,2013-08-15,WestNile4K
W195,,CA/Riverside,United-States,Mosquito,CA,WN02,2012-08-24,WestNile4K
KR348971,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-06-30,Duggal et al
W221,,CA/Losangeles,United-States,Mosquito,CA,WN02,2015-05-14,WestNile4K
KR348960,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2011-02-09,Duggal et al
KJ501139,,CA,United-States,Mosquito-Culex,CA,WN02,2011-09-02,Newman et al
W209,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,WN02,2013-08-22,WestNile4K
W058,,CA/San-Diego,United-States,Bird-crow,CA,WN02,2013-11-01,WestNile4K
